"dataset","country","model","obs","samples","test_size","strategy","true","pred","pred_median","std","skewness","kurtosis","mse","mse_median","smape","smape_median","r2","r2_median"
"k2o","brazil","arima","",NA,1,"ro",100.03,87.7155739951709,NA,NA,NA,NA,151.64508782841,NA,13.1182064565163,NA,-Inf,NA
"k2o","brazil","arima","",NA,2,"ro",101.39,96.1635409019236,NA,NA,NA,NA,89.4804812661377,NA,9.20469443063052,NA,-192.513151527115,NA
"k2o","brazil","arima","",NA,3,"ro",108.14,100.957892479083,NA,NA,NA,NA,76.8478769914293,NA,8.42633380029523,NA,-5.11066644392825,NA
"k2o","brazil","arima","",NA,4,"ro",122.8,108.241653357035,NA,NA,NA,NA,110.622271987756,NA,9.47033952568663,NA,-0.356329134027697,NA
"k2o","brazil","arima","",NA,5,"ro",115.2,117.972950691969,NA,NA,NA,NA,90.0356686982226,NA,8.05196156378495,NA,-0.227708179883644,NA
"k2o","brazil","arima","",NA,1,"sa",100.03,87.7155739951709,NA,NA,NA,NA,151.64508782841,NA,13.1182064565163,NA,-Inf,NA
"k2o","brazil","arima","",NA,2,"sa",101.39,88.4315832207522,NA,NA,NA,NA,159.78282662655,NA,13.3857330347211,NA,-344.551095645653,NA
"k2o","brazil","arima","",NA,3,"sa",108.14,94.3001110914735,NA,NA,NA,NA,170.369392751152,NA,13.4815119769507,NA,-12.5471605998043,NA
"k2o","brazil","arima","",NA,4,"sa",122.8,94.4316395274915,NA,NA,NA,NA,328.968013537909,NA,16.6406525496708,NA,-3.03344546181506,NA
"k2o","brazil","arima","",NA,5,"sa",115.2,94.2769218702411,NA,NA,NA,NA,350.729450515126,NA,17.307821940643,NA,-3.78247589593364,NA
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",30,1,"ro",100.03,96.4356264750163,95.8962631225586,2.21283811943942,0.475225032612647,-0.680330676987396,12.9195210371039,17.087780571919,3.65903551626198,4.21968633664555,-Inf,-Inf
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",30,2,"ro",101.39,102.904437510173,102.789405822754,4.06416982681862,-0.148843994962071,-1.10284682225608,7.60652100466074,9.52305861433829,2.57081915068463,2.79522366353722,-15.4500886778995,-19.5948499445032
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",30,3,"ro",108.14,104.788388315837,105.153770446777,2.58751330838664,-0.638609644200848,0.856664269387739,8.8154476302474,9.32122805773899,2.76324997903052,2.79685227213721,0.299027349469037,0.258809511224615
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",30,4,"ro",122.8,112.458209228516,112.546169281006,3.71192595202167,-0.0243141204781516,-0.827177033378242,33.3497448129754,33.2761821467512,4.27040345651214,4.27609631481776,0.59110195723304,0.592003902072752
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",30,5,"ro",115.2,127.904472351074,128.242794036865,3.70768565554599,-0.402492196823035,-0.595368924256784,58.9605193942221,60.6438409750184,5.50669522577511,5.56393395989974,0.196026274952254,0.173072842118372
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",30,1,"sa",100.03,96.9036064147949,97.0860366821289,3.78036961934683,-0.0902218169507204,-0.389976691270491,9.77433684961147,8.66692001697059,3.1750737135439,2.98703582663703,-Inf,-Inf
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",30,2,"sa",101.39,98.894504292806,98.8707046508789,5.43794859864123,-0.199895840665007,0.31068143537983,8.0009178371176,7.50688453653688,2.83351228358067,2.75152574541572,-16.3030230041471,-15.2346118869742
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",30,3,"sa",108.14,101.155085754395,101.369251251221,7.43223602165624,-0.424900300570638,0.503601241561475,21.5969542308991,20.2856025640567,4.11390968651884,3.9888293432138,-0.717312028340459,-0.613038066059667
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",30,4,"sa",122.8,102.804913838704,102.440048217773,8.13922276821409,0.011378626412381,-0.516044886609197,116.148583322583,118.84611106669,7.51687079631913,7.51123384893809,-0.424086710620982,-0.457160841204612
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",30,5,"sa",115.2,104.050218454997,102.083114624023,8.9592303084028,0.235511804979849,-0.774734713023944,117.782392358325,129.487425246654,8.04766228096172,8.42369572297186,-0.60605689539834,-0.765664357980462
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",60,1,"ro",100.03,97.42314453125,96.8480834960938,3.2114840712567,0.221237024397449,-0.991345107682972,6.79569543495177,10.124592637831,2.64048007433725,3.23237248900727,-Inf,-Inf
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",60,2,"ro",101.39,102.616857528687,103.035903930664,4.07806129712294,-0.0925435891214382,-1.02084434541853,4.15043741532329,6.4167961934032,1.92162057091564,2.42132096521022,-7.97585946220435,-12.8771543974983
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",60,3,"ro",108.14,104.588703918457,104.006637573242,2.8848695214363,0.17726183632084,-0.729638639818702,6.97085956314301,9.97275911257988,2.39401468492329,2.91311504952381,0.445702350078128,0.207002107951296
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",60,4,"ro",122.8,112.321870295207,112.41423034668,3.05537433817112,0.0575371093869035,-0.463868708267018,32.6759451999751,34.4456221573922,4.02374475724799,4.3925619077426,0.599363350071816,0.577665509555325
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",60,5,"ro",115.2,128.302230834961,128.10563659668,3.19669283781674,0.113960243530633,-0.431483125102028,60.4744467305003,60.8675889190253,5.37129326772042,5.63576553363257,0.17538266779776,0.170021860379011
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",60,1,"sa",100.03,96.5744340260824,96.7291069030762,4.06638811162222,-0.0121276924763296,-0.587624713654225,11.9409362000974,10.8958952373194,3.51524724356849,3.35526334600599,-Inf,-Inf
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",60,2,"sa",101.39,98.4384223937988,97.7999038696289,5.79211972758502,-0.0850300745264361,-0.417274632565889,10.3263732827628,11.8923427313124,3.23467957350694,3.47998011568352,-21.3321221513037,-24.71873428052
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",60,3,"sa",108.14,99.9058169047038,99.7035522460938,7.03028165082897,0.020346640496642,-0.298350684712001,29.4848392707959,31.6527787223382,4.79503308802489,5.02601175241897,-1.3445282419027,-1.51691498019197
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",60,4,"sa",122.8,101.531848907471,100.893333435059,8.13197378754252,0.048074101298179,-0.393058802584163,135.197192176761,143.715094038634,8.33660731809279,8.66609339923241,-0.657639888361529,-0.762077071294514
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",60,5,"sa",115.2,102.701799901326,102.915962219238,8.99168504039039,0.299206491019143,-0.166214249666246,139.398754882705,145.151592070744,8.96356705900455,9.18562828327493,-0.900813245567317,-0.979257770669546
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",90,1,"ro",100.03,96.6444986131456,96.6101303100586,3.95958348043241,0.0241540361324762,-0.851853889957134,11.461619640393,11.6955086961799,3.4427456642598,3.47830291258353,-Inf,-Inf
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",90,2,"ro",101.39,104.18074637519,104.02188873291,3.68299539039387,-0.0221742758755602,-0.549475858938081,9.62494248551422,9.31117349929968,3.07893290543744,3.02042526626695,-19.8151870361467,-19.1366208894889
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",90,3,"ro",108.14,104.445666249593,104.771396636963,3.01333281969556,-0.0156438513669874,-0.837798439736882,10.9659956101413,9.98994520535476,3.21116155554495,3.0683915583692,0.128023518377372,0.205635531742126
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",90,4,"ro",122.8,111.895259348551,111.754516601562,3.17189400709873,-0.232005696603816,-0.63477188561616,37.9528388764447,37.9931347803057,4.73154136654197,4.65586000978675,0.534663859616997,0.534169795380144
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",90,5,"ro",115.2,128.032486979167,127.694164276123,3.70935367623076,0.0337059840166499,-0.704547278888613,63.2968155152521,61.6153360159944,5.89555760432831,5.78223670412819,0.136897417520984,0.159825732103337
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",90,1,"sa",100.03,96.7053098890516,96.3721694946289,3.47418970362921,0.0939678154313494,-0.572097030721571,11.0535643338378,13.3797240060234,3.3798611066039,3.7248371693482,-Inf,-Inf
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",90,2,"sa",101.39,98.2017886691623,97.5619506835938,4.58823079400121,0.0670313275695214,-0.014408633383586,10.6091279119598,14.0168427874309,3.2872965331832,3.78652604039553,-21.9436157265566,-29.3132413222986
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",90,3,"sa",108.14,99.2831659105089,99.2276382446289,5.92978387412012,-0.00103667923456432,-0.423576078128502,33.2205886375637,35.8212925444877,5.03815426873105,5.38958779321212,-1.6415815788606,-1.84838018822759
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",90,4,"sa",122.8,100.906553988987,100.655372619629,6.74611876237553,-0.105131230727372,-0.21009784904926,144.746186037463,149.462099862236,8.67195602185274,8.99723558622891,-0.774719192024319,-0.832540561981461
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",90,5,"sa",115.2,102.098978593614,102.202095031738,7.65091600468427,-0.375293709788818,-0.169160644278681,150.124301208085,153.358786602581,9.3491769642446,9.58928427611676,-1.04706462735608,-1.09116941642414
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",200,1,"ro",100.03,96.5030476760864,96.2531929016113,3.51853669473914,-0.165104222559784,-0.360647254961724,12.4393926951594,14.2642718584391,3.58916972551759,3.84832449743349,-Inf,-Inf
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",200,2,"ro",101.39,103.546152305603,103.52889251709,3.95875649085552,-0.116595894657715,-0.696783441766367,8.54419273005832,9.419566529051,2.84669415696851,2.96793741791519,-17.4779254542784,-19.3710348811657
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",200,3,"ro",108.14,105.116809577942,104.643936157227,3.34721339151526,0.379443650935631,-0.646807292179961,8.74268859604684,10.3538651502833,2.84288211871523,3.07396572644999,0.304812885858437,0.176697928221878
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",200,4,"ro",122.8,111.553970222473,111.358695983887,3.61327169472584,0.29759141478607,-0.507678001600912,38.1753128862903,40.4912582599949,4.53152989648412,4.74854051709314,0.531936126985082,0.503540541478396
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",200,5,"ro",115.2,127.765484886169,127.831321716309,3.66016824372509,0.03081284523085,-0.556528540862811,62.1185323939427,64.3030642681737,5.69391032209891,5.87779435604558,0.152964248002345,0.123176412914462
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",200,1,"sa",100.03,97.2264334869385,96.9670600891113,3.5502912996604,0.140845670483135,-0.498594969850725,7.85998519315996,9.38160089771471,2.842560279026,3.10963007214743,-Inf,-Inf
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",200,2,"sa",101.39,99.0396576690674,98.9896850585938,4.78062927906765,0.162938304207648,0.346161087457263,6.69204713286687,7.5715563578264,2.59393211041708,2.75269841467288,-13.4724202700408,-15.3744730921851
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",200,3,"sa",108.14,100.274649276733,100.179466247559,6.06919593883111,0.0723684211878594,0.876776573417953,25.0826120885747,26.1710701131372,4.24521829590684,4.38267264664181,-0.994478989091875,-1.08102925159373
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",200,4,"sa",122.8,101.560801315308,101.488227844238,7.19081080249058,0.0331975872835438,0.544657069644791,131.587849258391,133.176210689628,7.91718231434429,8.03798325025167,-0.613386078826469,-0.632860826956678
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",200,5,"sa",115.2,102.901683349609,103.153919219971,8.11415992563907,0.136426957296024,0.401553622013348,135.519997893368,135.562580983501,8.58926565517669,8.63709410021997,-0.847923299255579,-0.848503953665514
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",500,1,"ro",100.03,96.62297706604,96.6101303100586,3.54590463748606,-0.0429099967496701,-0.297341809487953,11.6078052725292,11.6955086961799,3.46501027829934,3.47830291258353,-Inf,-Inf
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",500,2,"ro",101.39,102.965404678345,102.789405822754,3.90040263817836,0.0721261032895836,-0.705803355011859,7.04485258653981,6.82692267646874,2.50341926340511,2.42453195150621,-14.2354078428629,-13.7641061342317
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",500,3,"ro",108.14,105.086473937988,105.026313781738,3.03259885166739,0.0476582427256512,-0.431818289702568,7.80457552815479,7.78296240624348,2.62365128503235,2.59014396124768,0.379408258808269,0.381126856432335
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",500,4,"ro",122.8,111.559247970581,111.358695983887,3.27605076941457,-0.0718868666415674,-0.619271812813232,37.4420581928376,38.5630812019651,4.36592674240152,4.38567419319141,0.540926492898942,0.527181736622708
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",500,5,"ro",115.2,127.744088516235,127.557006835938,3.81209760395755,0.0749018377144634,-0.635117066430245,61.4244778948996,61.3895885502533,5.55808714369394,5.54465060785899,0.162428234865333,0.162903978916912
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",500,1,"sa",100.03,96.5511144714356,96.8480834960938,3.79680858686186,-0.0670809809339916,-0.59394618444019,12.1026445208551,10.124592637831,3.5393893639462,3.23237248900727,-Inf,-Inf
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",500,2,"sa",101.39,97.9303070526123,97.9188842773438,5.27777283506718,-0.111408327455114,0.166475549188741,12.0360599055296,11.0866184989512,3.50544002500755,3.35776225865968,-25.029541318187,-22.9762510790467
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",500,3,"sa",108.14,99.154828338623,99.2276382446289,6.79437779569515,-0.178118088399456,0.495679729058006,34.9351431984903,33.8678096855012,5.22661939164314,5.10374527205488,-1.77791678331792,-1.69304626590559
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",500,4,"sa",122.8,100.277980461121,100.417419433594,8.11820692220531,-0.245741630208421,0.720366883358,153.011698426284,150.645835467043,8.96797947831364,8.84143661428409,-0.876061851682092,-0.847054231416516
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",500,5,"sa",115.2,101.447296356201,101.607208251953,9.31392789331198,-0.1922915298484,0.437179980694872,160.236730243859,157.469465874788,9.71357126236925,9.58096106717794,-1.18495566571027,-1.14722180810773
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",1000,1,"ro",100.03,96.8285708694458,96.8480834960938,3.77035441094654,-0.0608073047320123,-0.566755733453161,10.249148477961,10.124592637831,3.25251688703699,3.23237248900727,-Inf,-Inf
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",1000,2,"ro",101.39,103.522242324829,103.52889251709,3.84002197041926,-0.077240087756119,-0.650562133609581,7.39780290487684,7.34972691874695,2.66682210171567,2.65996141370209,-14.9987087043184,-14.8947381460791
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",1000,3,"ro",108.14,104.809632781982,104.771392822266,3.1241128826412,0.175035893272445,-0.446366146007396,8.62898387219996,8.68232271845915,2.82049640028999,2.82808353667951,0.313854276040299,0.30961296306258
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",1000,4,"ro",122.8,111.726813621521,111.622573852539,3.21371712146349,0.0116137773211765,-0.522388408331124,37.1256020472832,37.7454558593302,4.47612291279966,4.50509631526004,0.54480653153985,0.537206563025277
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",1000,5,"ro",115.2,127.812393249512,127.557006835938,3.78469399006233,0.0239995571588107,-0.698525588027559,61.5149743338923,60.7354882761454,5.65690656683399,5.6401883055139,0.161194243714847,0.171823158044442
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",1000,1,"sa",100.03,96.5130414810181,96.3721694946289,3.70541073878633,0.0936527770231182,-0.615874116044711,12.3689972242396,13.3797240060234,3.57881763961773,3.7248371693482,-Inf,-Inf
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",1000,2,"sa",101.39,98.0899755096436,98.0378646850586,5.15016877167787,-0.0981220288930416,-0.0146457373674758,11.629579430596,12.3082675878503,3.44372248308527,3.54329468503008,-24.1504745471367,-25.6182257522715
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",1000,3,"sa",108.14,99.553404510498,99.7035522460938,6.44191979930792,-0.197458921870741,0.114224830260905,32.3295936538425,31.9300619600302,5.0519915781982,5.06822146531667,-1.5707328662886,-1.53896354473744
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",1000,4,"sa",122.8,100.920699539185,100.655372619629,7.50806451305559,-0.19091016255014,0.333110560716286,143.923142404041,146.543676923893,8.67886317401811,8.75621084030733,-0.764627932474802,-0.79675805647364
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",1000,5,"sa",115.2,102.139509963989,102.321075439453,8.63670768660326,-0.209483807517107,0.380244845430453,149.25379391938,150.408281106366,9.34679339805957,9.37327703676234,-1.03519456591883,-1.05093691984951
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",30,1,"ro",100.03,96.1183514912923,95.3013687133789,3.60387066584694,0.126450381746772,-0.662501534929369,15.3009940556751,22.3599538448119,3.98845922381493,4.84165069621735,-Inf,-Inf
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",30,2,"ro",101.39,103.109851582845,102.296409606934,4.32075298848181,0.00849725365771215,-1.03280221380566,9.12944176134484,11.5907661101767,2.83523344126639,2.86582784419211,-18.7436024250537,-24.0665357053994
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",30,3,"ro",108.14,104.33803431193,103.496803283691,3.02598660857221,-0.0655955101213878,-0.939735471307367,10.9046088719829,14.9136026555641,3.08305248400454,3.37318241667592,0.132904770737912,-0.185875978273265
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",30,4,"ro",122.8,112.651723480225,113.205879211426,2.16647179265378,-0.0682203812724367,-0.670961250849689,33.9253357344433,34.1969904181111,4.4673546073289,4.56248888594497,0.584044691801399,0.580713959614896
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",30,5,"ro",115.2,126.542033131917,125.773948669434,4.20805398872564,0.307531327452036,-0.885269810283258,52.8686117006567,49.7192704272521,5.45060044628319,5.40519306777585,0.279094296933125,0.322038077975763
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",30,1,"sa",100.03,95.8169415791829,96.3721733093262,4.50161474669112,-0.279915154826693,-1.08424869191169,17.7498612572176,13.3796960990059,4.30239899264772,3.72483321242366,-Inf,-Inf
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",30,2,"sa",101.39,97.2050168355306,97.7999076843262,7.71059121927159,-0.190197574311785,-0.890082779946348,17.6319726720549,13.1342294670331,4.25849464962333,3.66476309926978,-37.1314287890462,-27.4044754909885
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",30,3,"sa",108.14,100.068420410156,99.7035522460938,9.39471270349178,0.0241029467820353,-0.794079086890846,33.4714474730974,32.4807032128186,5.42345149464771,5.14920040814315,-1.66152897010251,-1.58274855426259
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",30,4,"sa",122.8,101.58340733846,101.488227844238,10.9967574062797,0.2258775782902,-0.634077777767487,137.639536646248,137.908435514389,8.79534298419869,8.61287907137767,-0.687585241135191,-0.690882184530161
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",30,5,"sa",115.2,103.487054443359,102.083114624023,12.9732253942173,0.442254792771388,-0.730918262897865,137.550248039564,144.737284804813,9.1786866278008,9.30501190092353,-0.875607379884221,-0.973608360533289
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",60,1,"ro",100.03,96.5109786987305,97.3239974975586,4.24116565277144,-0.423470983190172,-0.778769151113913,12.3835109187887,7.32244954321916,3.58095428705857,2.74228294005028,-Inf,-Inf
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",60,2,"ro",101.39,103.627497227987,104.638137817383,3.52921788125159,-0.406397708271862,-0.466405717548048,8.69495238201833,8.93642441196577,2.88184605508052,2.94769205762588,-17.8039627638805,-18.3261773615177
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",60,3,"ro",108.14,103.071940867106,102.349674224854,3.68027612772935,0.35849154289426,-0.834914861853401,14.3583760461819,17.1335738020858,3.52090640104171,3.79905039002266,-0.141726357703966,-0.362400089577625
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",60,4,"ro",122.8,112.088773345947,112.018405914307,2.89206975490256,0.0644614137840638,-0.645649991512473,39.4513761432589,41.9108731087288,4.9207433605405,5.14501798532563,0.516290437006121,0.486134779113931
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",60,5,"ro",115.2,125.906536483765,125.773948669434,4.44751006724815,0.132643756083936,-0.828038015137299,54.4870856102438,55.8903765797463,5.71282799009332,5.87121634728038,0.257025113836497,0.23789012181695
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",60,1,"sa",100.03,95.4679393768311,95.1823959350586,4.47985728513895,-0.131958729294918,-0.834436878755457,20.8123971294686,23.4992651704365,4.66711888392375,4.96649205264,-Inf,-Inf
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",60,2,"sa",101.39,97.3120976765951,96.7291069030762,6.11295189952807,0.191740018059243,-0.354790755324113,18.72084224435,22.6115948156943,4.38582882969732,4.83581724965185,-39.4862505284387,-47.9005078194082
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",60,3,"sa",108.14,99.3267915089925,98.9896850585938,6.85716510348764,0.811264234898761,0.754565318811266,38.3714427982222,42.983817719437,5.7558920521763,6.16899439118615,-2.0511589531401,-2.4179183973994
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",60,4,"sa",122.8,99.850293858846,98.3947944641113,8.3414228093649,0.443838143796962,0.0157435115355526,160.450835089997,181.14137760182,9.47067512528036,10.1434229817057,-0.967272397331741,-1.22095716716481
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",60,5,"sa",115.2,100.798152414958,101.250270843506,9.21591214703177,0.147358931150409,-0.187852771926175,169.843310844555,183.832090789365,10.2435717250828,10.6926476856638,-1.31594905704851,-1.50669723288979
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",90,1,"ro",100.03,96.3034287346734,96.3721694946289,4.08106869558728,-0.272758371434137,-0.661095595081122,13.887333395558,13.3797240060234,3.79616582804422,3.7248371693482,-Inf,-Inf
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",90,2,"ro",101.39,103.778133816189,104.02188873291,3.55109626850415,-0.0702474818262026,-0.673363195061393,9.79525825979228,10.1532811542214,3.06207157628132,3.14369239464929,-20.1835169978207,-20.9577879632816
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",90,3,"ro",108.14,103.635593414307,102.986968994141,3.25808934711785,0.1452604857625,-0.917189871325473,13.2933984029408,15.6200969519303,3.45936207283193,3.72294565346251,-0.0570431705703343,-0.242053860586307
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",90,4,"ro",122.8,111.99201643202,111.886459350586,2.98203683657164,-0.077335647562041,-0.684921896449163,39.1731760036349,41.491415090551,4.89612953351127,5.11734139293039,0.519701422404292,0.49127771389852
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",90,5,"ro",115.2,126.636521996392,126.87121963501,3.9120389316999,-0.116530913199542,-0.354409041460172,57.4973478777002,60.4366056261683,5.80851567977474,6.02243275932936,0.215977786007586,0.175898661447788
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",90,1,"sa",100.03,95.4414993286133,95.8962631225586,3.94252752911286,-0.1361947266998,-0.468263510111596,21.0543384113164,17.087780571919,4.69480275860866,4.21968633664555,-Inf,-Inf
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",90,2,"sa",101.39,97.765535736084,98.2758178710938,5.31506197353663,-0.148621957381105,-0.645950919570637,17.0955398058603,13.3929554519591,4.16731778309391,3.66954034739466,-35.9713231095596,-27.9640040051018
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",90,3,"sa",108.14,100.219126553006,101.250270843506,6.78644547544038,-0.218155251536381,-0.132888870666148,32.3104385916737,24.7514262512545,5.31257758506456,4.63994484872936,-1.56920972472362,-0.968144283930891
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",90,4,"sa",122.8,101.726180860731,102.440052032471,8.34881096329654,-0.377561601380607,0.579041054320674,135.259292222407,122.195439998566,8.67738682531449,7.99956955472293,-0.658401291102775,-0.498226644031802
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",90,5,"sa",115.2,103.354856872559,104.700630187988,9.85337449343782,-0.568367099694473,1.4035506978755,136.26891691984,119.803705288729,9.10981243837637,8.30949461114029,-0.858135407725082,-0.633619109958875
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",200,1,"ro",100.03,95.7094643783569,95.8962631225586,3.96334831331439,-0.271347743855285,-0.507298811282176,18.6670280578867,17.087780571919,4.41457795479776,4.21968633664555,-Inf,-Inf
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",200,2,"ro",101.39,103.707608528137,104.02188873291,3.99426331025732,-0.370082377508933,-0.727317273580552,12.0191686737905,12.0073094371692,3.33729168429014,3.39111697829797,-24.9930118377822,-24.9673646997605
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",200,3,"ro",108.14,103.778489074707,103.751724243164,3.13945362723086,-0.113952539006175,-0.404364350441208,14.3537049663437,14.4238609974575,3.59693298071969,3.64141073610227,-0.141354930256104,-0.146933485213638
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",200,4,"ro",122.8,112.089653015137,112.018405914307,3.05852847788114,-0.0257779127144905,-0.649630895946321,39.4431618588002,39.8785885052576,4.97756750480525,5.02678824488534,0.51639115156501,0.511052426950969
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",200,5,"ro",115.2,126.04003692627,125.911109924316,4.43720505245523,0.253368867991387,-0.722538165483497,55.0558095996176,54.848445966364,5.77944005375309,5.79838893311282,0.249270108470896,0.252097677060509
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",200,1,"sa",100.03,95.6904277420044,95.6583023071289,3.9161732209073,-0.0728456871491422,-0.518813546838919,18.8318873823651,19.1117407178545,4.43446022273768,4.46802148245918,-Inf,-Inf
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",200,2,"sa",101.39,97.7594549560547,97.4429740905762,5.87630947898639,-0.0164886120821365,-0.166894071582087,16.0063723492405,17.3453771237587,4.04025545921448,4.21910698971492,-33.6158571566621,-36.5116287278519
"k2o","brazil","chronos-zeroshot","amazon/chronos-t5-small",200,3,"sa",108.14,100.461444969177,100.298442840576,7.20525428433436,0.114822907735189,-0.278782931557971,30.3243173532848,32.0602576440095,5.14748313514643,5.32077091725585,-1.41128051600456,-1.54931623668397
