"dataset","country","model","obs","samples","test_size","strategy","true","pred","pred_median","std","skewness","kurtosis","mse","mse_median","smape","smape_median","r2","r2_median"
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",200,4,"ro",719507,726192.49625,726553.6875,22349.3112563003,0.181940742279828,-0.736459771299274,1108526241.35354,1188126445.94043,4.67099030068538,4.84867779191594,0.738650112234368,0.719883299362619
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",200,5,"ro",800652.17,758994.9578125,755380.375,21596.3543646485,0.332323981355099,-0.651788692836943,1233885658.52971,1360408241.25675,4.80516755300572,5.04271724956238,0.831695467005774,0.814437527380743
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",200,1,"sa",549280,530095.0503125,529015.4375,8236.87601868434,0.356465075312622,-0.421428322110723,368062294.511907,410652493.316406,3.55482548571891,3.75862899818678,-Inf,-Inf
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",200,2,"sa",620538,542429.73609375,541611,11516.3626927221,0.185092931990266,0.0089711398710608,3234481592.48015,3320061911.1582,8.49370086350887,8.67078443969481,-1.54798823027725,-1.61540479719852
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",200,3,"sa",685746,554206.61625,554206.625,15147.2749106167,0.246370687912168,0.591629782299474,7923857554.09669,7980910332.56901,12.7347473723018,12.8528025694039,-1.55125900927084,-1.56962839742398
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",200,4,"sa",719507,565713.6015625,565002.8125,19055.491251438,0.26086485272152,0.974795865326219,11855995516.3114,11953568738.1855,15.5342123029579,15.6537322200436,-1.79520951507147,-1.818213707155
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",200,5,"sa",800652.17,577967.3253125,577598.4375,23314.3666987208,0.108845582789781,0.946888845892847,19402504423.7483,19513448506.9848,18.8884664812768,18.9965176950114,-1.64654137389727,-1.66167437425958
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",500,1,"ro",549280,529807.1505,529015.4375,8260.77748304881,0.269083287599187,-0.437848529620774,379191867.649651,410652493.316406,3.60913379257221,3.75862899818678,-Inf,-Inf
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",500,2,"ro",620538,566930.946875,566608.25,8621.60398611882,0.287725803159527,-0.45938098334822,1626454006.19811,1659535214.18945,6.31896310564171,6.42212040864329,-0.281251893507412,-0.307311874433339
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",500,3,"ro",685746,651219.57775,650512.0625,15878.4245047745,0.127573066471727,-0.929519058724593,1481660615.2605,1520166926.71094,5.93427314428612,6.03925457419913,0.522947003077965,0.510549055067035
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",500,4,"ro",719507,726702.324375,726553.6875,22803.1954412057,0.235941838585234,-0.697059786973214,1124188634.66075,1152539146.21387,4.69946982790905,4.77309209829787,0.734957493530113,0.72827348124777
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",500,5,"ro",800652.17,758609.69075,757544.8125,19625.6859881393,0.0849654618203629,-0.712387982528128,1252864920.02593,1293680171.09766,4.83809847121804,4.9250695194501,0.829106656834738,0.823539372927043
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",500,1,"sa",549280,530512.50275,530814.8125,8818.72667236183,0.222336674621022,-0.614287749454172,352218953.028758,340963149.410156,3.47613031248193,3.41917899915846,-Inf,-Inf
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",500,2,"sa",620538,542618.66825,543410.375,12726.8377642272,0.0523735698232162,-0.353185332608474,3211820606.69766,3144816843.77539,8.43701929345377,8.33596801056775,-1.53013686108272,-1.47735412158371
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",500,3,"sa",685746,554343.3699375,556006,16684.5652043434,-0.111310382251434,-0.118192757753665,7896764133.57918,7707367095.85026,12.688827928162,12.5227393494882,-1.54253569077156,-1.48155517774034
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",500,4,"sa",719507,566363.1744375,566802.1875,20714.3241752823,-0.20019612382293,0.0864925027491097,11785830927.1637,11610215262.0527,15.4714921534536,15.3278285073555,-1.77866727473941,-1.73726353285721
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",500,5,"sa",800652.17,578620.4981875,577598.4375,25127.6040480015,-0.289642659061421,0.314066228324935,19288277399.3017,19238765726.0785,18.8162880928202,18.7357947248609,-1.63096057362465,-1.6242070799099
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",1000,1,"ro",549280,529762.16609375,529015.4375,8651.95230663724,0.346586459063521,-0.357979574349904,380945840.391961,410652493.316406,3.61762209477071,3.75862899818678,-Inf,-Inf
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",1000,2,"ro",620538,566987.232875,566608.25,8539.40501360765,0.26682117722607,-0.413137747867921,1624315250.03397,1659535214.18945,6.31825351163965,6.42212040864329,-0.279567071572939,-0.307311874433339
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",1000,3,"ro",685746,650274.2714375,648546.8125,15371.0005233508,0.136332650913513,-0.86853056431761,1502291342.42654,1567616659.67969,5.98218848629827,6.14003549902322,0.516304489858764,0.495271577159645
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",1000,4,"ro",719507,726582.6056875,724489.625,22207.7018652565,0.312006223021963,-0.542607196192011,1139234555.78115,1181919132.73242,4.73128753532307,4.77755559399406,0.731410216389116,0.721346756473258
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",1000,5,"ro",800652.17,759265.5101875,757544.8125,20644.4693204496,0.22591192218338,-0.6362057951691,1253958766.71204,1317184160.3125,4.84628243505278,4.92864031600705,0.828957453904629,0.820333380620577
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",1000,1,"sa",549280,530042.8681875,529015.4375,8608.42229984823,0.380721777878575,-0.336737475142326,370067240.371498,410652493.316406,3.56466677015836,3.75862899818678,-Inf,-Inf
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",1000,2,"sa",620538,542222.8075625,541611,12345.7630211213,0.136873777313819,-0.241075159321458,3251668303.44708,3320061911.1582,8.51761306841082,8.67078443969481,-1.56152719657179,-1.61540479719852
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",1000,3,"sa",685746,553936.71225,554206.625,16221.1885329164,-0.0323838598866746,0.00112690984093966,7959008314.68549,7980910332.56901,12.7667433023814,12.8528025694039,-1.56257656439126,-1.56962839742398
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",1000,4,"sa",719507,565724.39728125,565002.8125,20153.9049569015,-0.199602845977384,0.294781480469209,11881528460.7523,11953568738.1855,15.5577390018429,15.6537322200436,-1.80122924822259,-1.818213707155
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-tiny",1000,5,"sa",800652.17,577927.74025,577598.4375,24295.5140307362,-0.309629760035797,0.6524738192703,19426457090.0944,19513448506.9848,18.9086219418036,18.9965176950114,-1.64980856668412,-1.66167437425958
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",30,1,"ro",549280,519958.575,520918.25,9070.82625966202,-0.218382992107055,-0.703524150470967,859745964.030624,804388863.0625,5.48454305438802,5.30027964444905,-Inf,-Inf
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",30,2,"ro",620538,564419.360416667,562855.875,8052.21127613582,0.366089369797531,-0.54020825232438,2004523836.35734,2065808203.78906,7.47819211454749,7.52443621825751,-0.579079365986544,-0.627356606852297
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",30,3,"ro",685746,658766.304166667,655425.3125,18007.759872563,0.637324034068731,-0.470313631236094,1578983886.65796,1683653499.35026,6.3232300439569,6.52346528557934,0.491611650155564,0.457910982197434
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",30,4,"ro",719507,730131.435416667,726553.6875,28092.3976506933,0.156520080445667,-1.14821763859862,1212457571.9742,1275154075.69336,5.10887375132313,5.13625013183303,0.714146910975122,0.699365371667317
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",30,5,"ro",800652.17,742105.316666667,742393.875,15912.557149457,-0.21096289173762,-0.82164654942915,1655512864.62633,1698929047.81609,5.60507843306455,5.61921544061542,0.774184651859168,0.768262595479282
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",30,1,"sa",549280,519118.864583333,519118.859375,8098.91564414314,-0.245656171694987,-0.940619857770369,909694089.622506,909694403.801025,5.64604407894598,5.64604508144906,-Inf,-Inf
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",30,2,"sa",620538,524576.963541667,525416.6875,14134.6135019705,-0.643378757394979,0.14574069501987,5059107303.89005,4978879247.76184,11.2030571899648,11.1236397935337,-2.98535143807612,-2.92215115793603
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",30,3,"sa",685746,531714.472916667,533513.875,17911.3243591875,-0.388007303751746,-0.919134284434787,11281308647.8012,11044126125.8464,15.9032853818865,15.7395048993466,-2.63226372099378,-2.55589762760459
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",30,4,"sa",719507,538252.184375,541611,22861.9251361087,-0.567461871977851,-0.15847628066774,16674308532.6641,16194841298.3848,19.1329298313265,18.8577355209748,-2.93119125286585,-2.81815043958461
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",30,5,"sa",800652.17,543890.216666667,547009.125,28344.1547586841,-0.387253945128229,-0.372229780260814,26524786962.0411,25822831894.0823,22.944986004708,22.6145798884663,-2.6180353110978,-2.52228720098805
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",60,1,"ro",549280,520558.364583333,521817.9375,7980.63389627313,-0.016457782683723,-0.388588570011991,824932341.007922,754164876.753906,5.36934108319303,5.12783407352981,-Inf,-Inf
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",60,2,"ro",620538,565388.719791667,562855.875,8662.22224968275,0.436901802383628,-0.144079128476005,1933187724.25259,2040696210.63477,7.33498149993477,7.43821343279788,-0.522883784456809,-0.607574437386653
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",60,3,"ro",685746,655458.059375,655425.3125,18834.7618618905,0.140287349700153,-0.195124356035078,1594578265.26957,1666912170.58073,6.3954976056608,6.46598342860626,0.48659069935537,0.463301218652196
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",60,4,"ro",719507,725177.659375,723457.59375,23913.5117256934,0.448919419383835,-0.712862864322962,1203972793.389,1254085925.67993,4.99288262107409,4.98637914062803,0.71614731100918,0.704332469816221
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",60,5,"ro",800652.17,740662.376041667,744558.3125,19006.4346784027,-0.314265073736463,-0.604181178987044,1682933310.54385,1632572910.39001,5.55115363618592,5.44117364558082,0.770444446830655,0.777313708638427
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",60,1,"sa",549280,519268.8140625,520018.5625,9923.79194941818,-0.284687010415809,-0.683355495162325,900671281.375196,856231724.566406,5.61718576494431,5.47301540022411,-Inf,-Inf
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",60,2,"sa",620538,525326.704166667,527216.0625,18532.8551679576,-0.352006510201162,0.326396350553086,4982931067.81885,4782607871.66016,11.1177148483657,10.8673382106771,-2.92534301094904,-2.76753684279815
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",60,3,"sa",685746,531024.715104167,532614.1875,25864.2618300966,-0.158154504855411,0.457673414738896,11301512711.8184,11004855914.2852,15.8889635634,15.6240131957346,-2.63876886069321,-2.54325372526817
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",60,4,"sa",719507,536662.7421875,538911.96875,32219.8837718564,-0.0133997967922015,0.187342727672832,16834140187.6148,16407283263.761,19.1945710266305,18.8934830792096,-2.96887370324407,-2.86823647430038
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",60,5,"sa",800652.17,541191.158333333,540711.3125,39458.9522786787,0.161705873097454,0.21375894010836,26931315465.1099,26639676490.5759,23.0901219764559,22.8663276642815,-2.67348663220268,-2.63370647828602
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",90,1,"ro",549280,520558.365972222,520018.5625,10726.7849397782,-0.177582960200984,-0.870994000504326,824932261.225602,856231724.566406,5.3693408165778,5.47301540022411,-Inf,-Inf
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",90,2,"ro",620538,564586.134722222,564732.0625,8591.91259236853,-0.0489936461192529,-0.482204899715205,1977771744.6441,1985267192.41016,7.40585223544764,7.44479649146925,-0.558005196024001,-0.56390979376015
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",90,3,"ro",685746,656975.703472222,656407.9375,19104.8170190832,-0.0105887529627919,-0.309154577070943,1594424483.86149,1610418765.35807,6.36569149008662,6.4204603330814,0.486640212638535,0.481490504370005
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",90,4,"ro",719507,726599.576388889,723457.59375,24225.6015588263,0.371403730067885,-0.597692635455191,1208394522.85417,1211715871.76294,5.01949868928623,4.95223681898439,0.71510482914782,0.714321776720051
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",90,5,"ro",800652.17,743644.455555556,738065.0625,16010.6080341086,0.653863533624502,-0.317044751033884,1616691519.5192,1752801902.45366,5.49219906829931,5.58878384189007,0.779479962906261,0.760914227680238
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",90,1,"sa",549280,520458.399305556,520018.5625,9008.23924907687,0.136451725067097,-0.837060097003962,830684666.59,856231724.566406,5.3885325072288,5.47301540022411,-Inf,-Inf
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",90,2,"sa",620538,525856.514930556,526316.375,15460.7117240906,-0.0750006585875342,-0.54519809272693,4897634140.77271,4866973171.10352,10.9533327299731,10.952164984412,-2.85814968800737,-2.83399626879249
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",90,3,"sa",685746,532174.311805556,530814.8125,20495.2606567617,0.101179909086292,-0.4091623400273,11126510565.479,11245873067.4557,15.7084471263967,15.7915621293395,-2.5824230973523,-2.62085446193176
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",90,4,"sa",719507,538472.109722222,538012.3125,26104.0462751106,0.231560536762742,-0.120028694535852,16538290798.581,16669485198.2725,18.9768002328334,19.0600493375254,-2.89912325283966,-2.93005408727166
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",90,5,"sa",800652.17,545049.817708333,542510.6875,33255.0550944531,0.180143561632157,0.1283733583594,26297145138.2715,26662993156.0775,22.7790317667606,22.9356100742425,-2.58698449972428,-2.63688691925404
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",200,1,"ro",549280,519982.56609375,520018.5625,9125.19410755902,-0.170783569261982,-0.530722272051646,858339633.491087,856231724.566406,5.47993258817241,5.47301540022411,-Inf,-Inf
"pest","brazil","chronos-zeroshot","amazon/chronos-t5-small",200,2,"ro",620538,564019.1084375,564732.0625,8742.74015522905,0.0302904773836911,-0.528538835881397,2026362368.47236,1985267192.41016,7.51127627651937,7.44479649146925,-0.596282840857129,-0.56390979376015
